gi_number	country	geo_loc	collection_year	host	comment	isolate
EU853612	Mali	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07214MAL
EU853613	Mauritania	-	1992	Equus asinus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9133MAU
EU853614	Burkina Faso	-	1986	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8636HAV
EU853615	C??te d'Ivoire	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07059IC
EU853616	C??te d'Ivoire	-	1989	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8911IC
EU853617	C??te d'Ivoire	-	1989	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8912IC
EU853618	C??te d'Ivoire	-	1992	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9237IC
EU853619	C??te d'Ivoire	-	1992	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9238IC
EU853620	Mali	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07222MAL
EU853621	C??te d'Ivoire	-	1989	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8913IC
EU853622	Mali	-	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07227MAL
EU853623	Mali	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07226MAL
EU853624	Mauritania	-	1991	dromadery	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9120MAU
EU853625	Senegal	-	1995	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07197SEN
EU853626	Senegal	-	1997	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07207SEN
EU853627	Senegal	-	2002	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07020SEN
EU853628	Senegal	-	2007	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07209SEN
EU853629	Senegal	-	2006	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07017SEN
EU853630	Senegal	-	2006	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07027SEN
EU853631	Senegal	-	2005	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07024SEN
EU853632	Senegal	-	2005	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07022SEN
EU853633	Senegal	-	2004	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07011SEN
EU853634	Senegal	-	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07014SEN
EU853635	Senegal	-	2006	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07028SEN
EU853636	Senegal	-	2006	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07029SEN
EU853637	Senegal	-	2003	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07008SEN
EU853638	Senegal	-	1995	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07018SEN
EU853639	Senegal	-	2004	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07021SEN
EU853640	Senegal	-	1996	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07019SEN
EU853641	Senegal	-	1991	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9303SEN
EU853642	Mauritania	-	1991	Capra hircus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9136MAU
EU853643	Senegal	-	2003	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07009SEN
EU853644	Senegal	-	2001	Homo sapiens	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	02025SEN
EU853645	Burkina Faso	-	1995	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9547HAV
EU853646	Niger	-	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9009NIG
EU853647	Niger	-	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9010NIG
EU853648	Niger	-	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9011NIG
EU853649	Niger	-	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9013NIG
EU853650	Niger	-	1987	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8718NIG
EU853651	Central African Republic	-	2004	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	07149RCA
EU853652	Chad	-	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9021TCH
EU853653	Chad	-	1996	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9609TCH
EU853654	Niger	-	1990	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	9014NIG
EU853655	Chad	-	1987	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8732TCH
EU853656	Chad	-	1987	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8731TCH
EU853657	Chad	-	1987	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	8733TCH
EU888642	Nigeria	-	2008	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD1/08
EU888643	Nigeria	-	2008	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD2/08
EU888644	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD2/07
EU888645	Nigeria	-	2008	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD3/08
EU888646	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD7/07
EU888647	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD10/07
EU888648	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD11/07
EU888649	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD14/07
EU888650	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD16/07
EU888651	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD17/07
EU888652	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD18/07
EU888653	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD20/07
EU888654	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD21/07
EU888655	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD29/07
EU888656	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD30/07
EU888657	Nigeria	-	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD33/06
EU888658	Nigeria	-	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD38/05
EU888659	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD43/07
EU888660	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD44/07
EU888661	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD46/07
EU888662	Nigeria	-	2007	Felis catus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD47/07
EU888663	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD48/07
EU888664	Nigeria	-	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD52/05
EU888665	Nigeria	-	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD58/06
EU888666	Nigeria	-	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD60/05
EU888667	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD61/07
EU888668	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD62/07
EU888669	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD63/07
EU888670	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD64/07
EU888671	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD65/07
EU888672	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD68/07
EU888673	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD69/07
EU888674	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD70/07
EU888675	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD71/07
EU888676	Nigeria	-	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD72/05
EU888677	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD74/07
EU888678	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD76/07
EU888679	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD77/07
EU888680	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD78/07
EU888681	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD79/07
EU888682	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD80/07
EU888683	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD89/07
EU888684	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD90/07
EU888685	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD91/07
EU888686	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD92/07
EU888687	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD94/07
EU888688	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD95/07
EU888689	Nigeria	-	2006	Capra hircus	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD99/06
EU888690	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD101/07
EU888691	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD105/07
EU888692	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD107/07
EU888693	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD109/07
EU888694	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD116/07
EU888695	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD122/07
EU888696	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD123/07
EU888697	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD124/07
EU888698	Nigeria	-	2005	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD125/05
EU888699	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD125/07
EU888700	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD127/07
EU888701	Nigeria	-	2007	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD131/07
EU888702	Nigeria	-	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD133/06
EU888703	Nigeria	-	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD138/06
EU888704	Nigeria	-	2006	Canis familiaris	Curation was part of MADDOG project (PMID:35500026); Curator: Kathryn Campbell, SBOHVM, University of Glasgow	RD146/06
